ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-8221759a,A-32812a,2023-10-12 00:00:00,2023-10-12 07:57:32,7.96,medium,401,2.8,False
T-e0eb2182,A-a0ed92,2022-11-28 00:00:00,2022-12-01 02:15:52,74.26,high,225,3.3,False
T-9ce78a50,A-40fc24,2022-10-31 00:00:00,2022-11-03 14:43:14,86.72,high,1,1.7,True
T-cb0bff7c,A-dccde9,2022-07-11 00:00:00,2022-07-11 13:24:01,13.4,urgent,408,,False
T-efb92d18,A-02fad5,2021-10-24 00:00:00,2021-10-24 06:17:29,6.29,medium,24,2.6,False
T-58fb7f0f,A-0e6fb8,2024-09-06 00:00:00,2024-09-07 20:30:09,44.5,low,33,,False
T-f8e6e400,A-715861,2022-04-03 00:00:00,2022-04-05 03:41:18,51.69,low,24,2.4,False
T-63705fac,A-df92d4,2021-02-22 00:00:00,2021-02-22 21:22:21,21.37,medium,107,3.5,False
T-74d9f75c,A-121302,2022-02-20 00:00:00,2022-02-22 14:34:54,62.58,urgent,139,,False
T-8995e32f,A-757186,2024-04-09 00:00:00,2024-04-12 17:47:53,89.8,urgent,421,,False
T-4cd4e162,A-040921,2023-07-04 00:00:00,2023-07-07 19:12:02,91.2,urgent,42,3.3,False
T-b17aa3ef,A-40fc24,2023-03-14 00:00:00,2023-03-16 21:00:59,69.02,urgent,385,3.2,False
T-da01e2dc,A-abbbd0,2022-08-10 00:00:00,2022-08-11 14:13:04,38.22,high,17,,False
T-6ca8c909,A-90b550,2021-04-14 00:00:00,2021-04-14 11:50:28,11.84,high,479,,False
T-a043eb94,A-3cccbc,2021-08-17 00:00:00,2021-08-17 00:54:37,0.91,low,66,1.7,True
T-a1c68a42,A-a98afd,2023-10-02 00:00:00,2023-10-05 18:34:07,90.57,medium,267,1.9,False
T-9c3e2947,A-d5772f,2023-12-09 00:00:00,2023-12-11 04:18:45,52.31,urgent,44,4.5,False
T-a7a4774f,A-c00b52,2024-05-20 00:00:00,2024-05-21 16:24:08,40.4,medium,113,2.3,False
T-8fa947ec,A-66ee96,2024-07-26 00:00:00,2024-07-26 19:28:59,19.48,low,341,,True
T-23a2dd15,A-e21fc9,2022-02-15 00:00:00,2022-02-19 17:26:35,113.44,high,256,3.8,True
T-ff7df91a,A-79589c,2022-12-11 00:00:00,2022-12-11 16:17:06,16.29,high,83,,False
T-d5eda4b3,A-579d6a,2024-03-28 00:00:00,2024-03-30 20:35:15,68.59,urgent,409,1.7,False
T-c51ee181,A-49535d,2024-06-24 00:00:00,2024-06-25 19:50:40,43.84,medium,290,1.3,False
T-077a5855,A-e6e3cd,2021-05-17 00:00:00,2021-05-21 15:07:16,111.12,medium,441,2.4,False
T-9a21a925,A-e99e90,2021-03-27 00:00:00,2021-03-30 15:01:43,87.03,medium,83,2.7,False
T-a82e0cce,A-118777,2024-09-25 00:00:00,2024-09-28 21:12:58,93.22,low,302,4.4,False
T-ad9ebe1a,A-216da3,2022-12-31 00:00:00,2023-01-01 08:20:03,32.33,low,455,3.7,False
T-2b34f1a3,A-522b54,2023-08-24 00:00:00,2023-08-24 09:49:05,9.82,high,37,4.9,False
T-2520e829,A-b36d98,2024-03-20 00:00:00,2024-03-23 08:27:32,80.46,high,297,,False
T-c9b75dc0,A-2f36c1,2022-03-31 00:00:00,2022-04-03 01:55:37,73.93,low,480,,False
T-1d715d29,A-40fc24,2021-12-26 00:00:00,2021-12-28 02:30:54,50.52,high,106,,False
T-72765f2a,A-6fdb5c,2024-02-11 00:00:00,2024-02-13 20:07:58,68.13,medium,25,4.4,True
T-4f0bde7c,A-ab8f61,2023-07-07 00:00:00,2023-07-07 08:43:30,8.73,high,93,3.1,False
T-ce794493,A-ce9869,2023-03-04 00:00:00,2023-03-04 08:25:08,8.42,urgent,26,1.4,True
T-33e6bcc8,A-cdee75,2023-04-25 00:00:00,2023-04-25 16:54:08,16.9,high,133,4.3,False
T-830b5ba8,A-27341c,2024-12-15 00:00:00,2024-12-17 06:16:28,54.27,low,350,,False
T-f0bb4645,A-001d08,2022-12-13 00:00:00,2022-12-17 15:31:47,111.53,low,441,2.2,False
T-7cbe1f37,A-9e2b64,2023-06-08 00:00:00,2023-06-10 22:29:47,70.5,urgent,209,,False
T-7f5494c9,A-121302,2022-10-04 00:00:00,2022-10-05 21:46:53,45.78,low,39,2.1,False
T-85f88575,A-cc4e00,2023-07-28 00:00:00,2023-07-29 21:33:09,45.55,high,242,,False
T-00e543b7,A-ab9ba5,2021-12-22 00:00:00,2021-12-23 11:40:21,35.67,medium,370,,False
T-16486a50,A-4182b6,2021-02-04 00:00:00,2021-02-04 10:20:20,10.34,urgent,435,1.5,False
T-69bcd974,A-f60e4b,2024-09-05 00:00:00,2024-09-05 04:26:36,4.44,low,415,,False
T-bcb10f2a,A-467260,2022-02-26 00:00:00,2022-03-01 04:16:17,76.27,urgent,45,,False
T-a30c3c80,A-2bcd7c,2022-01-29 00:00:00,2022-01-29 22:25:55,22.43,high,105,3.6,False
T-0db9ef33,A-3ac391,2023-03-22 00:00:00,2023-03-25 19:04:39,91.08,low,257,1.4,False
T-a48bf716,A-31d091,2021-11-23 00:00:00,2021-11-25 03:37:06,51.62,medium,341,2.2,False
T-d3f5b14e,A-671cbf,2023-03-23 00:00:00,2023-03-26 09:31:13,81.52,high,358,1.2,False
T-c3b64ddc,A-3d75c1,2021-09-01 00:00:00,2021-09-02 12:40:20,36.67,low,306,,False
T-fc18a94c,A-396e8b,2023-05-10 00:00:00,2023-05-10 06:51:13,6.85,high,323,,False
T-a4bc42ff,A-c0f13b,2022-04-15 00:00:00,2022-04-15 20:05:02,20.08,low,91,1.5,False
T-5db609b3,A-31d091,2021-08-16 00:00:00,2021-08-16 22:12:37,22.21,high,149,,False
T-32831e36,A-c0260e,2024-11-14 00:00:00,2024-11-18 13:37:10,109.62,medium,411,3.6,True
T-45720d17,A-f3890c,2021-10-13 00:00:00,2021-10-14 16:58:29,40.97,low,12,,False
T-5b4e1623,A-faad0f,2024-02-15 00:00:00,2024-02-15 20:36:27,20.61,urgent,383,,False
T-2fb12009,A-4c2fc6,2021-08-19 00:00:00,2021-08-19 17:44:22,17.74,low,341,,False
T-3ff8a118,A-faad0f,2023-06-25 00:00:00,2023-06-28 14:23:00,86.38,urgent,392,2.7,False
T-b169e822,A-0e38f6,2024-09-16 00:00:00,2024-09-19 01:30:10,73.5,medium,71,1.9,False
T-0ee57358,A-e71149,2022-11-25 00:00:00,2022-11-29 13:37:16,109.62,medium,142,1.0,False
T-bd11841f,A-af8daf,2024-11-11 00:00:00,2024-11-15 04:26:31,100.44,low,297,,False
T-3b8e456a,A-ba7ab9,2021-04-30 00:00:00,2021-05-04 20:02:45,116.05,low,328,,False
T-797e2781,A-76eede,2024-07-24 00:00:00,2024-07-28 01:38:40,97.64,high,78,2.0,True
T-85ea88ec,A-bb6306,2022-10-15 00:00:00,2022-10-19 02:01:55,98.03,low,454,,False
T-d23746a9,A-a771e3,2022-11-05 00:00:00,2022-11-09 21:36:53,117.61,high,130,,False
T-8ad7160b,A-5a868a,2021-11-16 00:00:00,2021-11-19 05:36:41,77.61,urgent,459,3.6,False
T-d463703b,A-819eaf,2024-10-17 00:00:00,2024-10-20 13:38:39,85.64,urgent,389,,False
T-21fec5f2,A-d9e9fc,2022-03-01 00:00:00,2022-03-04 06:12:54,78.22,medium,436,,False
T-b1d67520,A-babd7f,2021-01-13 00:00:00,2021-01-15 09:39:01,57.65,low,311,,False
T-65f6a249,A-641031,2021-05-11 00:00:00,2021-05-14 14:04:20,86.07,low,417,3.7,False
T-50c6384c,A-ba42fc,2022-12-30 00:00:00,2023-01-01 04:20:02,52.33,medium,143,1.2,False
T-0ced8b65,A-2c850e,2023-03-25 00:00:00,2023-03-26 17:54:42,41.91,low,106,1.7,False
T-926a37a2,A-1aa01f,2024-08-28 00:00:00,2024-09-01 08:48:07,104.8,urgent,255,4.2,False
T-a9e5d649,A-27e0e9,2021-07-17 00:00:00,2021-07-20 23:42:13,95.7,high,73,,True
T-1c95ca39,A-d5772f,2024-01-19 00:00:00,2024-01-22 17:00:02,89.0,urgent,343,,False
T-4c4a3947,A-4f71e8,2023-07-28 00:00:00,2023-08-01 14:14:23,110.24,urgent,455,,False
T-6c6060d9,A-3bb1ee,2024-10-03 00:00:00,2024-10-04 21:51:48,45.86,low,437,4.4,False
T-da4adc16,A-147497,2023-04-24 00:00:00,2023-04-26 14:14:49,62.25,high,466,,True
T-a3482ac5,A-9d4ff6,2024-01-23 00:00:00,2024-01-27 04:44:44,100.75,high,473,4.6,False
T-8a245ca3,A-e6343a,2024-02-09 00:00:00,2024-02-09 16:13:54,16.23,urgent,294,3.7,False
T-f2f1fa8e,A-08a972,2021-08-22 00:00:00,2021-08-25 02:56:25,74.94,low,99,,False
T-6fde942e,A-5e8a5d,2022-07-09 00:00:00,2022-07-09 01:37:11,1.62,urgent,77,4.7,True
T-282282df,A-b0fdf8,2024-03-20 00:00:00,2024-03-21 21:59:48,46.0,urgent,162,,False
T-7c788224,A-98ae9b,2023-08-28 00:00:00,2023-08-28 12:17:34,12.29,urgent,179,3.0,False
T-a3f20b22,A-37b909,2023-12-13 00:00:00,2023-12-16 09:28:08,81.47,urgent,334,1.1,False
T-e4c8872f,A-7af86f,2023-12-31 00:00:00,2024-01-03 00:18:43,72.31,medium,187,,False
T-9865d25b,A-0edc7e,2021-02-28 00:00:00,2021-02-28 06:12:13,6.2,medium,248,,False
T-238fc9a4,A-a91287,2023-06-20 00:00:00,2023-06-22 18:04:21,66.07,medium,254,,False
T-b3fe1416,A-7e8d26,2022-03-23 00:00:00,2022-03-24 11:59:36,35.99,urgent,19,3.2,False
T-bf541e47,A-7c73b8,2023-05-13 00:00:00,2023-05-13 22:40:57,22.68,medium,462,1.9,False
T-15c3d44b,A-9aab82,2023-08-22 00:00:00,2023-08-26 22:24:09,118.4,high,278,1.2,False
T-011772b7,A-1788ce,2024-08-26 00:00:00,2024-08-27 16:29:25,40.49,low,317,3.6,True
T-9042a718,A-dec46e,2024-11-26 00:00:00,2024-11-27 19:28:09,43.47,high,237,2.8,False
T-8e3ec023,A-2e3f29,2023-08-11 00:00:00,2023-08-13 01:40:16,49.67,urgent,152,3.9,False
T-37003f4a,A-af8daf,2021-05-01 00:00:00,2021-05-01 03:56:34,3.94,high,381,1.8,False
T-637939f2,A-4c2fc6,2023-10-10 00:00:00,2023-10-12 02:24:17,50.4,low,223,4.2,False
T-8a1f17ab,A-fdeda5,2023-12-31 00:00:00,2024-01-03 22:48:51,94.81,urgent,412,4.9,False
T-e715c2c5,A-ba0f8c,2024-09-04 00:00:00,2024-09-07 23:23:36,95.39,low,285,2.9,False
T-27099eec,A-8f8cfc,2024-08-25 00:00:00,2024-08-29 21:22:26,117.37,high,318,,False
T-411e6033,A-d87876,2023-07-08 00:00:00,2023-07-10 01:48:17,49.8,low,2,4.6,True
T-2a37390a,A-46fc8d,2021-11-20 00:00:00,2021-11-23 10:17:08,82.29,urgent,427,,True
T-520a29c3,A-3cccbc,2023-07-16 00:00:00,2023-07-18 01:52:01,49.87,high,2,,True
T-b1d7d885,A-057df9,2021-07-15 00:00:00,2021-07-15 07:43:11,7.72,high,66,1.5,False
T-63d16660,A-a721c1,2023-08-14 00:00:00,2023-08-17 09:37:30,81.63,low,50,,False
T-df19991d,A-82c3e3,2024-03-14 00:00:00,2024-03-18 22:27:38,118.46,medium,21,,False
T-6fb0f6de,A-c0e2d5,2021-02-15 00:00:00,2021-02-19 07:44:13,103.74,medium,469,1.6,False
T-a9531d27,A-1bf244,2024-03-11 00:00:00,2024-03-12 19:23:07,43.39,medium,394,4.4,False
T-dda8b8c2,A-377924,2023-02-08 00:00:00,2023-02-11 11:02:50,83.05,urgent,118,4.7,False
T-a4dd1d42,A-df55b3,2021-08-22 00:00:00,2021-08-26 08:11:54,104.2,medium,54,,True
T-426f05a6,A-27341c,2022-11-05 00:00:00,2022-11-08 03:46:52,75.78,urgent,14,1.6,False
T-e8a520e7,A-a91287,2021-03-09 00:00:00,2021-03-09 03:35:06,3.59,high,29,,False
T-2c3a84f8,A-4f020e,2023-01-09 00:00:00,2023-01-12 09:41:32,81.69,medium,407,,False
T-54e9a537,A-1f44c7,2023-04-12 00:00:00,2023-04-15 00:20:50,72.35,medium,88,,False
T-7071dfc3,A-0e38f6,2023-09-09 00:00:00,2023-09-13 11:28:14,107.47,high,65,,False
T-5381f6f1,A-ce9869,2023-01-19 00:00:00,2023-01-22 13:31:44,85.53,urgent,92,1.0,True
T-4c7e9450,A-90b550,2024-08-04 00:00:00,2024-08-06 07:00:10,55.0,urgent,402,,False
T-ecdebdba,A-24f862,2024-04-28 00:00:00,2024-04-30 13:10:34,61.18,urgent,277,,False
T-b693a208,A-f1d958,2022-06-30 00:00:00,2022-07-02 15:03:25,63.06,low,470,,False
T-3da2333b,A-671cbf,2022-04-20 00:00:00,2022-04-20 20:02:30,20.04,urgent,275,4.8,False
T-fcfc93ba,A-703310,2023-05-16 00:00:00,2023-05-18 15:44:42,63.75,low,162,4.5,False
T-48b74977,A-961183,2023-06-29 00:00:00,2023-07-02 20:53:18,92.89,low,190,,True
T-6fbceca9,A-b00145,2023-09-10 00:00:00,2023-09-11 07:13:04,31.22,high,405,4.2,False
T-8c5667b5,A-85322a,2024-07-04 00:00:00,2024-07-07 06:12:28,78.21,urgent,467,2.0,False
T-64ad6a78,A-720f79,2024-11-24 00:00:00,2024-11-25 14:15:53,38.26,low,36,4.0,False
T-e9445933,A-9b151e,2021-12-10 00:00:00,2021-12-12 23:16:26,71.27,low,370,4.5,False
T-558e7307,A-3f39a3,2022-10-05 00:00:00,2022-10-06 15:40:02,39.67,low,479,2.6,False
T-375175e8,A-e3bd6e,2023-10-31 00:00:00,2023-11-04 00:51:11,96.85,urgent,190,4.9,True
T-a6c487a4,A-70da28,2022-10-01 00:00:00,2022-10-03 20:51:53,68.86,high,351,,False
T-f2fd4c4d,A-87d27b,2023-01-27 00:00:00,2023-01-29 08:38:29,56.64,high,128,1.2,True
T-19992a35,A-f60e4b,2021-10-20 00:00:00,2021-10-24 08:00:04,104.0,low,366,3.2,False
T-121d60ba,A-cf45d3,2024-11-15 00:00:00,2024-11-19 06:11:23,102.19,urgent,344,,True
T-f0f69266,A-503d27,2021-02-11 00:00:00,2021-02-11 01:02:07,1.04,medium,5,,False
T-a4e22dec,A-b853d2,2023-10-29 00:00:00,2023-10-29 01:14:56,1.25,urgent,353,1.6,False
T-19107ed6,A-ba0f8c,2023-01-11 00:00:00,2023-01-15 22:28:51,118.48,low,432,3.7,False
T-c0f10c89,A-2b45e5,2022-09-09 00:00:00,2022-09-13 05:16:06,101.27,high,230,2.6,False
T-54d6e3f1,A-0c36d9,2024-01-15 00:00:00,2024-01-18 16:57:28,88.96,high,122,3.1,False
T-7b24981b,A-85322a,2024-10-27 00:00:00,2024-10-31 18:04:16,114.07,medium,316,2.2,False
T-1177fa4b,A-9f63c6,2023-12-03 00:00:00,2023-12-03 11:24:44,11.41,medium,362,4.3,False
T-eaef796b,A-e6fa42,2023-02-13 00:00:00,2023-02-13 01:57:32,1.96,medium,119,1.6,False
T-77343e01,A-e1fa7f,2021-06-16 00:00:00,2021-06-17 22:54:35,46.91,medium,83,2.5,False
T-33b28a99,A-4f498a,2024-04-21 00:00:00,2024-04-22 13:13:51,37.23,low,187,,False
T-079b0f04,A-02fad5,2021-09-10 00:00:00,2021-09-11 06:21:24,30.36,low,96,,False
T-76e18ef1,A-7aee9c,2021-04-03 00:00:00,2021-04-06 00:42:02,72.7,urgent,132,3.3,False
T-a6b2b4b0,A-3dc038,2021-05-20 00:00:00,2021-05-21 12:25:27,36.42,low,312,4.3,False
T-6ff082f7,A-e5e60e,2021-12-30 00:00:00,2021-12-31 11:52:17,35.87,low,375,,False
T-a4a2707e,A-3e6efe,2023-10-26 00:00:00,2023-10-26 12:16:00,12.27,high,1,4.6,True
T-f901fef4,A-9ccef5,2021-07-08 00:00:00,2021-07-12 09:23:41,105.39,high,230,2.8,False
T-ebe49448,A-fa82d4,2021-10-04 00:00:00,2021-10-08 13:18:47,109.31,urgent,315,,False
T-7cc9e1fd,A-71e1df,2024-09-11 00:00:00,2024-09-12 20:20:08,44.34,low,450,2.4,False
T-bb02c9c6,A-adedd2,2021-07-12 00:00:00,2021-07-16 00:20:19,96.34,high,295,1.7,False
T-1c173a1b,A-4fc1cc,2023-11-25 00:00:00,2023-11-29 09:47:56,105.8,urgent,453,3.5,True
T-ce474155,A-7e69c7,2022-12-13 00:00:00,2022-12-17 00:53:35,96.89,medium,469,1.7,False
T-cad6fea5,A-b8b83c,2023-03-10 00:00:00,2023-03-10 22:29:31,22.49,low,328,,False
T-22ede8c9,A-8ae5b4,2024-06-03 00:00:00,2024-06-07 22:17:47,118.3,high,26,,False
T-c7d9c234,A-e0e84b,2023-12-20 00:00:00,2023-12-20 17:26:58,17.45,high,271,,True
T-929f8c8e,A-27341c,2022-11-30 00:00:00,2022-12-02 09:07:42,57.13,urgent,173,,True
T-dafc1433,A-60fec0,2023-11-28 00:00:00,2023-11-29 08:13:42,32.23,low,99,1.6,False
T-16184b17,A-f56c83,2024-04-13 00:00:00,2024-04-17 12:58:50,108.98,urgent,100,3.5,False
T-9c245c84,A-f4fe1f,2024-06-22 00:00:00,2024-06-23 18:16:56,42.28,high,75,,False
T-38a778ce,A-2810a5,2021-11-19 00:00:00,2021-11-21 22:02:35,70.04,medium,88,4.7,False
T-e6ce3cde,A-27341c,2024-11-22 00:00:00,2024-11-24 12:19:22,60.32,high,355,1.4,True
T-e105a53b,A-94b0ff,2024-12-10 00:00:00,2024-12-10 02:29:38,2.49,low,405,,False
T-015309b3,A-93381a,2022-01-01 00:00:00,2022-01-01 15:31:55,15.53,low,457,3.3,True
T-e641e0bc,A-93381a,2023-07-07 00:00:00,2023-07-09 03:54:32,51.91,urgent,379,,False
T-6664eb30,A-393763,2024-03-17 00:00:00,2024-03-19 22:46:18,70.77,urgent,164,,False
T-7b6f9ea5,A-d5aaf6,2024-03-13 00:00:00,2024-03-17 02:26:23,98.44,medium,336,,False
T-9255f178,A-ac7019,2021-07-11 00:00:00,2021-07-15 14:49:08,110.82,low,105,3.1,False
T-da464707,A-61408e,2022-01-16 00:00:00,2022-01-17 00:17:26,24.29,low,60,,False
T-3f0e98c2,A-a771e3,2022-12-01 00:00:00,2022-12-01 21:29:09,21.49,low,219,,False
T-8d611d24,A-46f183,2023-03-30 00:00:00,2023-03-31 16:49:09,40.82,medium,343,4.0,True
T-b03b69d7,A-825eb0,2022-08-09 00:00:00,2022-08-09 19:51:40,19.86,high,387,4.0,False
T-dc97ac85,A-49535d,2024-04-27 00:00:00,2024-04-30 07:49:47,79.83,high,126,,False
T-2a674917,A-ce9869,2021-04-05 00:00:00,2021-04-07 16:41:00,64.68,low,202,1.9,False
T-31db66f9,A-0e303f,2022-05-24 00:00:00,2022-05-28 08:49:32,104.83,urgent,14,4.2,False
T-c97f9d0b,A-a91287,2023-11-15 00:00:00,2023-11-15 14:35:18,14.59,high,199,,False
T-6ad88654,A-95248b,2024-12-11 00:00:00,2024-12-14 14:45:01,86.75,high,419,4.4,False
T-8dc7f7da,A-29838a,2021-10-14 00:00:00,2021-10-17 13:37:23,85.62,high,444,4.3,False
T-0c0c7590,A-a2e460,2024-02-16 00:00:00,2024-02-20 03:46:03,99.77,medium,193,2.7,False
T-6b2920a6,A-bf83ac,2023-03-21 00:00:00,2023-03-25 22:07:27,118.12,high,93,1.4,False
T-e6bcf7a8,A-fbe78b,2021-02-05 00:00:00,2021-02-09 09:52:16,105.87,medium,274,,False
T-9bfc30d9,A-50e35d,2024-04-30 00:00:00,2024-04-30 23:21:53,23.36,medium,471,1.8,False
T-6234b47a,A-6f29f7,2021-06-17 00:00:00,2021-06-17 15:55:15,15.92,low,23,,False
T-b4fd7e05,A-626bb3,2024-03-23 00:00:00,2024-03-27 08:14:22,104.24,urgent,442,1.5,True
T-14e2b81a,A-e1406a,2024-01-20 00:00:00,2024-01-24 21:17:01,117.28,urgent,393,4.7,False
T-6672cfe9,A-29b014,2023-01-05 00:00:00,2023-01-06 06:42:18,30.71,urgent,390,1.4,False
T-ff500175,A-59d242,2022-02-04 00:00:00,2022-02-07 10:21:21,82.36,high,453,,True
T-f4578505,A-3a19f8,2023-09-08 00:00:00,2023-09-11 06:42:07,78.7,high,133,,False
T-a68cc04a,A-a771e3,2021-11-19 00:00:00,2021-11-21 22:19:33,70.33,high,159,2.0,True
T-3bc3e618,A-fd34f6,2021-07-27 00:00:00,2021-07-28 00:30:16,24.5,high,153,3.8,False
T-13c8aeea,A-f2e197,2021-07-24 00:00:00,2021-07-27 10:56:20,82.94,high,352,,False
T-b67d797e,A-780b56,2022-09-19 00:00:00,2022-09-22 16:53:10,88.89,medium,414,,False
T-95a8f674,A-0562c3,2024-12-08 00:00:00,2024-12-08 03:47:48,3.8,urgent,186,3.5,False
T-ad6b8cf9,A-36181a,2023-03-28 00:00:00,2023-03-30 03:33:38,51.56,medium,266,,False
T-c52060e5,A-16905a,2023-01-08 00:00:00,2023-01-12 00:48:39,96.81,urgent,230,4.0,False
T-2f5a25bf,A-f6b94c,2022-02-23 00:00:00,2022-02-26 13:34:59,85.58,medium,32,3.9,False
T-8f98aab6,A-57e924,2024-01-13 00:00:00,2024-01-13 14:43:11,14.72,high,199,,False
T-cf77f628,A-410bfd,2023-05-21 00:00:00,2023-05-24 13:52:30,85.88,low,411,1.2,False
T-f2ca00a7,A-b95064,2024-07-15 00:00:00,2024-07-17 00:36:39,48.61,low,107,2.1,False
T-9b76f7df,A-36181a,2024-03-20 00:00:00,2024-03-24 16:39:36,112.66,urgent,123,,False
T-44ff34a5,A-83f776,2023-07-29 00:00:00,2023-07-30 07:00:40,31.01,low,50,,False
T-8b0e570f,A-45a1c6,2024-05-21 00:00:00,2024-05-23 05:27:33,53.46,high,153,,False
T-7c49ba84,A-0268ce,2022-11-19 00:00:00,2022-11-23 01:28:07,97.47,urgent,405,,True
T-54122808,A-001d08,2021-01-17 00:00:00,2021-01-19 04:05:09,52.09,urgent,423,,False
T-99ccb233,A-dee10f,2024-09-16 00:00:00,2024-09-20 02:29:02,98.48,high,193,1.5,False
T-5ac8cdc0,A-f1d958,2024-10-30 00:00:00,2024-10-31 02:05:59,26.1,medium,35,4.0,False
T-bb0b997b,A-b32d86,2023-12-29 00:00:00,2024-01-02 07:47:19,103.79,urgent,2,,False
T-c7b73284,A-ac7019,2024-01-19 00:00:00,2024-01-21 02:49:25,50.82,urgent,296,2.6,False
T-7e06a129,A-58a963,2022-03-30 00:00:00,2022-04-02 14:53:59,86.9,high,244,,False
T-8c926a10,A-b1f3cb,2023-06-06 00:00:00,2023-06-09 11:07:43,83.13,urgent,283,2.7,False
T-b7d3a9a5,A-993774,2021-08-26 00:00:00,2021-08-29 10:59:32,82.99,high,39,,False
T-8834f23a,A-6f29f7,2022-12-24 00:00:00,2022-12-26 04:54:41,52.91,medium,387,2.1,False
T-dee9ab14,A-961a05,2024-12-26 00:00:00,2024-12-27 07:53:50,31.9,medium,30,,False
T-8cb78a72,A-a48e9a,2021-12-09 00:00:00,2021-12-12 21:00:09,93.0,urgent,298,,False
T-ea31f1a6,A-abbbd0,2024-09-03 00:00:00,2024-09-04 08:26:07,32.44,urgent,365,2.1,False
T-eaaf138c,A-2bcd7c,2022-07-28 00:00:00,2022-08-01 02:36:04,98.6,high,174,,True
T-0378ccfd,A-a63269,2023-12-17 00:00:00,2023-12-20 22:17:45,94.3,medium,177,4.1,True
T-48fade25,A-d07cf7,2022-01-14 00:00:00,2022-01-16 22:33:05,70.55,urgent,330,2.7,False
T-a00329f6,A-a2e816,2021-10-01 00:00:00,2021-10-04 01:20:48,73.35,urgent,323,,False
T-d6ec76e0,A-ba0f8c,2021-10-15 00:00:00,2021-10-18 01:08:28,73.14,low,50,2.2,True
T-f8320aa4,A-bc1b91,2024-11-26 00:00:00,2024-11-27 00:50:09,24.84,urgent,148,,False
T-863934a3,A-720f79,2024-12-02 00:00:00,2024-12-05 15:19:49,87.33,urgent,391,,False
T-f8a64cd2,A-e1796c,2024-01-27 00:00:00,2024-01-31 17:37:34,113.63,high,339,1.8,True
T-9d41438e,A-3204d3,2023-11-29 00:00:00,2023-11-29 04:37:12,4.62,high,178,2.0,False
T-75bf875a,A-4182b6,2022-11-29 00:00:00,2022-11-29 01:37:04,1.62,medium,175,3.6,False
T-b7dccf98,A-4e2188,2022-06-29 00:00:00,2022-07-02 10:04:27,82.07,urgent,135,2.8,False
T-aa9cde5b,A-299f66,2021-02-16 00:00:00,2021-02-20 00:07:35,96.13,high,354,2.3,False
T-9f57b0e2,A-703310,2024-02-23 00:00:00,2024-02-23 03:26:25,3.44,high,71,,False
T-9211a9c7,A-0dd367,2021-07-26 00:00:00,2021-07-26 20:54:55,20.92,low,204,4.2,False
T-76d030c3,A-2feda1,2021-11-15 00:00:00,2021-11-15 19:33:18,19.56,urgent,92,4.3,False
T-b4c3792e,A-4ef13f,2024-09-29 00:00:00,2024-10-02 08:02:48,80.05,urgent,372,2.5,False
T-25f14320,A-390557,2023-03-18 00:00:00,2023-03-20 07:11:14,55.19,medium,343,4.0,False
T-ea49d951,A-abbbd0,2024-07-11 00:00:00,2024-07-11 07:08:33,7.14,medium,310,4.3,False
T-f3aee832,A-3ac391,2024-05-04 00:00:00,2024-05-05 12:28:49,36.48,low,381,4.2,False
T-79efe208,A-d8771a,2023-05-15 00:00:00,2023-05-18 12:26:10,84.44,low,139,4.1,False
T-e73ed23f,A-d9e9fc,2023-11-13 00:00:00,2023-11-17 17:59:33,113.99,medium,154,1.8,False
T-1aa5d5c8,A-11cce9,2021-05-31 00:00:00,2021-06-02 06:05:45,54.1,high,164,2.2,True
T-bfbe3fac,A-4fc1cc,2021-08-21 00:00:00,2021-08-21 22:15:49,22.26,urgent,189,2.4,False
T-42446ee8,A-321421,2024-08-22 00:00:00,2024-08-24 01:47:36,49.79,medium,400,2.2,False
T-b7547745,A-8eb0b9,2021-12-31 00:00:00,2022-01-02 11:30:36,59.51,medium,398,2.0,False
T-ce9b0228,A-f89626,2024-01-07 00:00:00,2024-01-07 12:41:26,12.69,medium,256,2.5,False
T-095b97e9,A-42ab46,2023-01-24 00:00:00,2023-01-28 14:51:45,110.86,low,144,2.3,False
T-f12a044b,A-a91287,2023-10-11 00:00:00,2023-10-11 03:19:15,3.32,urgent,283,,False
T-bd8111f4,A-ece32d,2022-10-24 00:00:00,2022-10-24 23:04:34,23.08,high,83,,False
T-ca48068f,A-93381a,2021-03-05 00:00:00,2021-03-07 19:25:54,67.43,medium,395,,False
T-c7997156,A-c0f13b,2021-10-17 00:00:00,2021-10-20 13:11:55,85.2,urgent,363,1.9,False
T-95144e35,A-52d296,2023-11-07 00:00:00,2023-11-11 19:44:38,115.74,urgent,266,,False
T-add88195,A-ed72be,2024-05-02 00:00:00,2024-05-06 05:51:06,101.85,high,124,3.8,False
T-078c40d0,A-4f71e8,2023-02-01 00:00:00,2023-02-04 00:08:37,72.14,urgent,373,2.6,False
T-e514a63d,A-ea1711,2024-06-02 00:00:00,2024-06-06 08:04:54,104.08,high,321,,False
T-b02c35f9,A-503d27,2023-04-29 00:00:00,2023-05-02 23:31:34,95.53,medium,136,,False
T-057ffd44,A-26bbfd,2021-12-26 00:00:00,2021-12-28 01:44:01,49.73,low,57,,False
T-9d12cd14,A-b81b20,2024-05-08 00:00:00,2024-05-12 05:27:02,101.45,medium,65,,False
T-03e8355a,A-1f7327,2021-01-30 00:00:00,2021-01-31 18:37:10,42.62,urgent,332,,False
